Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	Tailwheel	Remarks
"11/20/04"	"PA24-250"	"N6168P"	"F46-SLR-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		"Rockwall to Sulphur Springs for oil and back."
"11/21/04"	"PA24-250"	"N6168P"	"F46-F46"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"Quick local flight."
"11/23/04"	"PA24-250"	"N6168P"	"F46-T31"	0.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.4	0.4	0.0	0.0	0.0		"Rockwall to Aero Country for new interior"
"11/27/04"	"C172N"	"N6572D"	"F46-T48-SLR-T48-F46"	2.0	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0		"Rockwall to Philips to Sulphur Springs to PPR and back to Rockwall."
"12/01/04"	"C172K"	"N1172M"	"F46-T48-T31-F46"	1.9	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0		"Rockwall to PPR to Aero Country and back to Rockwall in Jeff Honea's 172"
"12/02/04"	"C172K"	"N1172M"	"F46-T31-F46"	0.6	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0		"Rockwall to Aero Country and back to Rockwall."
"12/03/04"	"PA24-250"	"N6168P"	"T31-F46"	0.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0		"Pick up Comanche at Aero Country and go back to Rockwall."
"12/04/04"	"PA24-250"	"N6168P"	"F46-SLR-DTO-T31-F46"	1.6	4	0	0.0	0.0	0	0.0	0.0	1.6	0.0	1.6	0.0	0.0	0.0		"Rockwall to Sulphur Springs to Denton to AeroCountry to Rockwall."
"12/04/04"	"PA24-250"	"N6168P"	"F46-HQZ-F46"	0.5	4	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"Rockwall to Mesquite and back."
"12/05/04"	"PA24-250"	"N6168P"	"F46-SJT"	2.6	0	1	0.0	0.0	0	0.0	1.0	2.6	2.6	2.6	0.0	0.0	0.0		"Rockwall to San Angelo."
"12/06/04"	"PA24-250"	"N6168P"	"SJT-PEQ-T27"	3.6	2	0	0.0	0.0	0	0.0	0.0	3.6	3.6	3.6	0.0	0.0	0.0		"San Angelo to Pecos, TX (weather layover) to West Texas/El Paso"
"12/09/04"	"PA24-250"	"N6168P"	"T27-F46"	3.5	1	0	0.0	0.0	0	0.0	0.0	3.5	3.5	3.5	0.0	0.0	0.0		"West Texas to Rockwall"
"12/10/04"	"PA24-250"	"N6168P"	"F46-JWY"	0.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0		"Rockwall to Midway to meet Ellis County sheriff"
"12/10/04"	"PA24-250"	"N6168P"	"JWY-JWY"	0.3	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0		"Local flight for jailer - Lt. Roy Callendar"
"12/10/04"	"PA24-250"	"N6168P"	"JWY-F46"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Midway home to Rockwall."
"12/11/04"	"PA24-250"	"N6168P"	"F46-LFK-F46"	2.3	2	0	0.0	0.0	0	0.0	0.0	2.3	0.0	2.3	0.0	0.0	0.0		"Breakfast flight to EAA flyin at Lufkin and back."
"12/11/04"	"PA24-250"	"N6168P"	"F46-T31-F46"	0.6	2	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0		"Rockwall to AeroCountry and back."
"12/11/04"	"PA24-250"	"N6168P"	"F46-ADS-F46"	0.7	0	2	0.0	0.0	0	0.0	0.7	0.0	0.0	0.7	0.0	0.0	0.0		"Rockwall to Addison (dinner) and back."
"12/12/04"	"SA300"	"N30JG"	"F46-F46"	1.0	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	"Local tailwheel training in Starduster.  Takeoffs and landings."
"12/12/04"	"PA24-250"	"N6168P"	"F46-E11-T27"	3.7	0	2	0.0	0.0	0	0.0	3.7	3.7	3.7	3.7	0.0	0.0	0.0		"Rockwall to Andrews (fuel) to West Texas (Avalon commissary install)"
"12/14/04"	"PA24-250"	"N6168P"	"T27-E38-F46"	4.2	2	0	0.0	0.0	0	0.0	0.0	4.2	4.2	4.2	0.0	0.0	0.0		"West Texas to Alpine, TX (update client) and back to Rockwall."
"12/15/04"	"PA24-250"	"N6168P"	"F46-4SR-F46"	3.0	2	0	0.0	0.0	0	0.0	0.0	3.0	3.0	3.0	0.0	0.0	0.0		"Rockwall to Kountze, TX and back."
"12/16/04"	"PA24-250"	"N6168P"	"F46-HQZ-TRL-7F6-F46"	2.0	0	6	0.0	0.0	0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0		"Night flight practice."
"12/17/04"	"PA24-250"	"N6168P"	"F46-IWS-F46"	2.8	2	1	0.0	0.0	0	0.0	1.5	2.8	0.0	2.8	0.0	0.0	0.0		"Rockwall to West Houston (concert w Charlie and Martha) and return at night."
"12/21/04"	"SA300"	"N30JG"	"F46-F46"	1.0	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	"Tailwheel training - Takeoffs and landings."
"12/23/04"	"PA24-250"	"N6168P"	"F46-HQZ-F46"	0.6	0	3	0.0	0.0	0	0.0	0.6	0.0	0.6	0.6	0.0	0.0	0.0		"Rockwall to Mesquite and back."
"12/25/04"	"PA24-250"	"N6168P"	"F46-HQZ-3F4"	1.3	2	0	0.0	0.0	0	0.0	0.0	1.3	0.0	1.3	0.0	0.0	0.0		"Mesquite for fuel and on to Vivian, LA (Greg Salard and family Christmas)"
"12/25/04"	"PA24-250"	"N6168P"	"3F4-F46"	1.2	0	1	0.0	0.0	0	0.0	1.2	1.2	0.0	1.2	0.0	0.0	0.0		"Night return from Vivian, LA"
"12/25/04"	"PA24-250"	"N6168P"	"3F4-3F4"	0.7	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0		"Local flight with Greg Salard and kids"
"12/26/04"	"PA24-250"	"N6168P"	"F46-F44-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		"Quick flight to Athens to pick up kids for Christmas dinner."
"12/27/04"	"PA24-250"	"N6168P"	"F46-F46"	0.5	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Local flight."
"12/28/04"	"SA300"	"N30JG"	"F46-F46"	1.5	8	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0	1.5	"Crosswind takeoffs and landings - 18mph 15 degree crosswind."
"12/31/04"	"SA300"	"N30JG"	"F46-F46"	1.8	8	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.8	0.0	1.8	0.0	1.8	"Tailwheel training - Takeoffs and landings."
"12/31/04"	"SA300"	"N30JG"	"F46-T48"	2.0	10	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	"Tailwheel training.  Takeoffs and landings."
"12/31/04"	"SA300"	"N30JG"	"T48-F46"	2.5	12	0	0.0	0.0	0	0.0	0.0	0.0	2.5	2.5	0.0	0.0	0.0	2.5	"Tailwheel signoff.  Solo in Starduster.  Takeoffs and landings practice."
"01/01/05"	"SA300"	"N30JG"	"F46-T48-F46"	1.5	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	1.5	"First flight with Judy in Starduster.  1 Roll.  Takeoffs and landings."
"01/03/05"	"SA300"	"N30JG"	"F46-F46"	0.7	4	0	0.0	0.0	0	0.0	0.0	0.0	0.7	0.7	0.0	0.0	0.0	0.7	"Shortfield   practice.  TnG, crosswind landings."
"01/04/05"	"SA300"	"N30JG"	"F46-F46"	1.0	8	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	"Morning flight.  TnG's."
"01/06/05"	"PA24-250"	"N6168P"	"F46-DTO-T31-F46"	1.1	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0		"Rockwall to Denton to AeroCountry and back to Rockwall."
"01/07/05"	"PA24-250"	"N6168P"	"F46-F46"	0.5	3	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"Local flight."
"01/08/05"	"PA24-250"	"N6168P"	"F46-FWS-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		"Rockwall to Spinks and back.  Talk to Avionics shop."
"01/09/05"	"PA24-250"	"N6168P"	"F46-IER-AEX-F46"	3.5	2	1	0.0	0.0	0	0.0	1.5	3.5	0.0	3.5	0.0	0.0	0.0		"Rockwall to Natchitoches to Alexandria and back to Rockwall (visit family)"
"01/13/05"	"PA24-250"	"N6168P"	"F46-FWS-LXY-F46"	1.7	3	0	0.0	0.0	0	0.0	0.0	1.7	1.7	1.7	0.0	0.0	0.0		"Rockwall to Spinks to Mexia (Limestone County) and back to Rockwall."
"01/15/05"	"SA300"	"N30JG"	"F46-F46"	1.0	6	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	"Local flight - TnG's"
"01/17/05"	"PA24-250"	"N6168P"	"F46-F46"	0.5	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Local flight"
"01/18/05"	"PA24-250"	"N6168P"	"F46-TKI-F46"	1.5	2	0	0.0	1.5	2	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0		"Instrument Training - VOR/DME A approach to McKinney."
"01/20/05"	"PA24-250"	"N6168P"	"F46-HQZ-APA"	4.5	2	0	0.0	0.0	0	0.0	0.0	4.5	0.0	4.5	0.0	0.0	0.0		"Rockwall to Mesquite (fuel) to Denver Centennial (ski trip)"
"01/23/05"	"PA24-250"	"N6168P"	"APA-F46"	3.7	1	0	0.0	0.0	0	0.0	0.0	3.7	0.0	3.7	0.0	0.0	0.0		"Denver Centennial back to Rockwall."
"01/25/05"	"SA300"	"N30JG"	"F46-7F3-T48-F46"	1.3	7	0	0.0	0.0	0	0.0	0.0	0.0	1.3	1.3	0.0	0.0	0.0	1.3	"Local aero practice.  Crosswind landings.  6 aileron rolls to the left."
"01/26/05"	"SA300"	"N30JG"	"F46-F46"	1.0	4	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	"Local aero Practice.  Aileron rolls."
"01/26/05"	"PA24-250"	"N6168P"	"F46-E11-F46"	4.5	0	2	0.0	0.0	0	0.0	4.5	4.5	4.5	4.5	0.0	0.0	0.0		"Rockwall to Andrews for fuel.  Alternator problem - returned to Rockwall."
"02/04/05"	"SA300"	"N30JG"	"F46-HQZ-F46"	1.0	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	"Local practice.  Mesquite and back.  Rides to Carrie and her brother."
"02/05/05"	"PA24-250"	"N6168P"	"F46-SLR-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		"Rockwall to Sulphur Springs for breakfast and back to Rockwall."
"02/05/05"	"PA24-250"	"N6168P"	"F46-HQZ-NEW"	2.9	0	2	0.0	0.0	0	0.0	2.9	2.9	0.0	2.9	0.0	0.0	0.0		"Rockwall to Mesquite (fuel) to New Orleans Lakefront (Mardi Gras trip)"
"02/05/05"	"SA300"	"N30JG"	"F46-F46"	0.6	4	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0	0.6	"Local flight.  TnG's."
"02/09/05"	"PA24-250"	"N6168P"	"NEW-F46"	3.0	1	0	0.0	0.0	0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0		"New Orleans Lakefront departure to Rockwall."
"02/12/05"	"SA300"	"N30JG"	"F46-7F3-F46"	1.5	6	0	0.0	0.0	0	0.0	0.0	0.0	1.5	1.5	0.0	0.0	0.0	1.5	"Local flight to Caddo Mills and back.  TnG's, 5 aileron rolls."
"02/14/05"	"SA300"	"N30JG"	"F46-F46"	1.3	7	0	0.0	0.0	0	0.0	0.0	0.0	1.3	1.3	0.0	0.0	0.0	1.3	"Local aerobatics.  8 aileron rolls."
"02/15/05"	"SA300"	"N30JG"	"F46-F46"	1.5	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	1.5	"Local flight with Chris Clark.  10 aileron rolls (6 with Chris).  8 pt. rolls."
"02/16/05"	"SA300"	"N30JG"	"F46-7F3-F46"	0.6	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.6	"Local flight.  Joyride with Gary Nelson.  5 rolls."
"02/18/05"	"PA24-250"	"N6168P"	"F46-PAH-F46"	6.4	1	1	0.0	0.0	0	0.0	2.1	6.4	6.4	6.4	0.0	0.0	0.0		"Rockwall to Paducah, KY (McCracken update) and back to Rockwall."
"02/20/05"	"PA24-250"	"N6168P"	"F46-3T0-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		"Lunch flight to Cedar Mills, TX and back."
"02/20/05"	"SA300"	"N30JG"	"F46-F46"	0.6	3	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0	0.6	"Local aero flight.  3 rolls"
"02/21/05"	"SA300"	"N30JG"	"F46-7F3-F46"	0.8	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.8	"Local aero flight with Walt Lawhead.  6 rolls."
"02/22/05"	"PA24-250"	"N6168P"	"F46-F69-F46"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Quick flight to Airpark Dallas for Judy and back."
"02/27/05"	"SA300"	"N30JG"	"F46-JWY-F46"	1.7	3	0	0.0	0.0	0	0.0	0.0	0.0	1.7	1.7	0.0	0.0	0.0	1.7	"Rockwall towards Granbury.  Started raining.  Turned back to Midway to warm up and back to Rockwall."
"02/28/05"	"PA24-250"	"N6168P"	"F46-F46"	0.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0		"Took Kelly and Phoenix around Rockwall"
"03/03/05"	"PA24-250"	"N6168P"	"F46-BRO"	3.1	1	0	0.0	0.0	0	0.0	0.0	3.1	3.1	3.1	0.0	0.0	0.0		"Rockwall to Brownsville, TX (Cameon County meeting)"
"03/04/05"	"PA24-250"	"N6168P"	"BRO-ARM-F46"	3.4	0	2	0.0	0.0	0	0.0	3.0	3.4	3.4	3.4	0.0	0.0	0.0		"Brownsville to Wharton, TX (fuel) and return to Rockwall - all at night."
"03/08/05"	"SA300"	"N30JG"	"F46-F41-F46"	1.1	2	0	0.0	0.0	0	0.0	0.0	0.0	1.1	1.1	0.0	0.0	0.0	1.1	"Rockwall to Ennis and back to Rockwall.  Practice inverted maneuvers."
"03/11/05"	"PA24-250"	"N6168P"	"F46-DHT"	3.2	1	0	0.0	0.0	0	0.0	0.0	3.2	0.0	3.2	0.0	0.0	0.0		"Rockwall to Dalhart, TX (Dallam County)"
"03/11/05"	"PA24-250"	"N6168P"	"DHT-F46"	2.1	0	1	0.0	0.0	0	0.0	0.5	2.1	0.0	2.1	0.0	0.0	0.0		"Dalhart, TX return to Rockwall.  High winds at 10,500 - saw GS of 230 mph"
"03/12/05"	"SA300"	"N30JG"	"F46-LFK"	1.4	1	0	0.0	0.0	0	0.0	0.0	1.4	1.4	1.4	0.0	0.0	0.0	1.4	"Rockwall to Lufkin for the EAA fajita flyin"
"03/12/05"	"SA300"	"N30JG"	"LFK-KIER"	1.2	1	0	0.0	0.0	0	0.0	0.0	1.2	1.2	1.2	0.0	0.0	0.0	1.2	"Lufkin to Natchitoches"
"03/12/05"	"SA300"	"N30JG"	"KIER-F46"	2.1	0	1	0.0	0.0	0	0.0	0.5	2.1	2.1	2.1	0.0	0.0	0.0	2.1	"Natchitoches back to Rockwall in high winds.  Night return."
"03/14/05"	"PA24-250"	"N6168P"	"F46-GVT-HQZ-F46"	2.0	1	0	0.0	2.0	7	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0		"IFR Training - NDB approaches at Greenville, NDB/ILS approaches at Mesquite."
"03/17/05"	"PA24-250"	"N6168P"	"F46-GVT-7F3-F46"	1.1	2	0	0.0	1.0	2	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0		"IFR Practice - VOR/DME 17 to ILS 17 at Greenville.  Stop at Caddo Mills on way back."
"03/18/05"	"SA300"	"N30JG"	"F46-F46"	0.9	9	0	0.0	0.0	0	0.0	0.0	0.0	0.9	0.9	0.0	0.0	0.0	0.9	"Local evening flight.  Touch-n-goes.  Wheel and 3 point landings."
"03/19/05"	"SA300"	"N30JG"	"F46-7F3-F46"	0.7	6	0	0.0	0.0	0	0.0	0.0	0.0	0.7	0.7	0.0	0.0	0.0	0.7	"Morning flight.  First to McKinney Class D to check transponder and then to Caddo Mills to have chutes repacked."
"03/19/05"	"SA300"	"N30JG"	"F46-KSLR-F46"	1.1	4	0	0.0	0.0	0	0.0	0.0	0.0	1.1	1.1	0.0	0.0	0.0	1.1	"Rockwall to Sulphur Springs and back.  Turf landing practice.  Visit Legend Aviation Co."
"03/20/05"	"SA300"	"N30JG"	"F46-F41-F46"	1.8	4	0	0.0	0.0	0	0.0	0.0	0.0	0.8	1.8	0.0	0.0	0.0	1.8	"Rockwall to Ennis.  Take David for some aero and return and then home to Rockwall."
"03/21/05"	"PA24-250"	"N6168P"	"F46-50R"	1.8	1	0	0.0	0.0	0	0.0	0.0	1.8	0.0	1.8	0.0	0.0	0.0		"Rockwall to Lockhart, TX with Tommy (Caldwell County install)"
"03/22/05"	"PA24-250"	"N6168P"	"50R-F41-F46"	1.6	2	0	0.0	0.0	0	0.0	0.0	1.6	0.0	1.6	0.0	0.0	0.0		"Lockhart, TX to Ennis for fuel and then home to Rockwall."
"03/23/05"	"PA24-250"	"N6168P"	"F46-F44-IER"	1.5	2	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0		"Rockwall to Athens to pick up Sheena and then on to Natchitoches (wedding prep)"
"03/23/05"	"PA24-250"	"N6168P"	"IER-F44-F46"	1.7	2	0	0.0	0.0	0	0.0	0.0	1.7	0.0	1.7	0.0	0.0	0.0		"Return trip from Natch.  Drop Sheena off in Athens and then home to Rockwall."
"03/24/05"	"PA24-250"	"N6168P"	"F46-50R"	2.0	1	0	0.0	0.0	0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0		"Rockwall to Lockhart.  MVFR arrival at Lockhart."
"03/24/05"	"PA24-250"	"N6168P"	"50R-ARM"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.8	0.8	0.8	0.0	0.0	0.0		"Lockhart, TX to Wharton, TX (See Scott Hughes)"
"03/24/05"	"PA24-250"	"N6168P"	"ARM-IWS"	0.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.4	0.4	0.0	0.0	0.0		"Wharton to West Houston for the night"
"03/25/05"	"PA24-250"	"N6168P"	"IWS-F46"	1.4	1	0	0.0	0.0	0	0.0	0.0	1.4	1.4	1.4	0.0	0.0	0.0		"West Houston to Rockwall"
"03/25/05"	"PA24-250"	"N6168P"	"F46-DTO-F46"	0.9	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0		"Rockwall to Denton (Pick up Natalie) and return to Rockwall"
"03/25/05"	"PA24-250"	"N6168P"	"F46-T48-F46"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Take Jim Phillips home to Phillips Flying Ranch and return."
"03/27/05"	"PA24-250"	"N6168P"	"F46-F41-F46"	0.8	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0		"Rockwall to Ennis to work on Fokker and back to Rockwall."
"03/28/05"	"PA24-250"	"N6168P"	"F46-KDTO-F46"	0.9	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0		"Rockwall to Denton and back to drop off the grandkids."
"03/28/05"	"SA300"	"N30JG"	"F46-KTKI-F46"	0.9	5	0	0.0	0.0	0	0.0	0.0	0.0	0.9	0.9	0.0	0.0	0.0	0.9	"Wheel landing practice.  Quick flight to McKinney to buy headset."
"03/31/05"	"PA24-250"	"N6168P"	"F46-50R"	1.6	1	0	0.0	0.0	0	0.0	0.0	1.6	1.6	1.6	0.0	0.0	0.0		"Rockwall to Lockhart, TX - high headwinds"
"04/01/05"	"PA24-250"	"N6168P"	"50R-F46"	1.7	1	0	0.0	0.0	0	0.0	0.0	1.7	1.7	1.7	0.0	0.0	0.0		"Return flight from Lockhart, TX - high headwinds"
"04/04/05"	"PA24-250"	"N6168P"	"F46-FWS"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"Flight to drop Comanche off at avionics shop at Ft. Worth Spinks"
"04/04/05"	"SA300"	"N30JG"	"F46-F46"	0.7	10	0	0.0	0.0	0	0.0	0.0	0.0	0.7	0.7	0.0	0.0	0.0	0.7	"Touch-n-goes.  25 kt. headwinds gusting to 30.  Wheel landings."
"04/09/05"	"SA300"	"N30JG"	"F46-F46"	0.8	8	0	0.0	0.0	0	0.0	0.0	0.0	0.8	0.8	0.0	0.0	0.0	0.8	"Local flight.  Wheel landing practice.  25mph winds gusting to 30 mph"
"04/10/05"	"SA300"	"N30JG"	"F46-F46"	1.1	4	0	0.0	0.0	0	0.0	0.0	0.0	1.1	1.1	0.0	0.0	0.0	1.1	"Local acro flight.  Split-S, rolls, dutch rolls, 2 wheel landings, 2 3-point landings."
"04/11/05"	"SA300"	"N30JG"	"F46-LHB-F46"	2.6	2	0	0.0	0.0	0	0.0	0.0	2.6	2.6	2.6	0.0	0.0	0.0	2.6	"Day flight to Hearne, TX and back.  Robertson County update."
"04/12/05"	"SA300"	"N30JG"	"F46-F46"	1.1	4	0	0.0	0.0	0	0.0	0.0	0.0	1.1	1.1	0.0	0.0	0.0	1.1	"Local acro flight.  6 loops, touch-n-goes."
"04/13/05"	"SA300"	"N30JG"	"F46-F46"	0.7	3	0	0.0	0.0	0	0.0	0.0	0.0	0.7	0.7	0.0	0.0	0.0	0.7	"Local acro flight.  3 loops, touch-n-goes."
"04/19/05"	"SA300"	"N30JG"	"F46-F46"	0.5	6	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.5	"Local flight.  Landing practice.  3 wheel, 3 3-pointers"
"04/20/05"	"SA300"	"N30JG"	"F46-GYI-F46"	1.2	2	0	0.0	0.0	0	0.0	0.0	0.0	1.2	1.2	0.0	0.0	0.0	1.2	"Local flight to Grayson County to see Steve's Pietenpol."
"04/21/05"	"PA24-260"	"N344TX"	"F46-DTO-F46"	0.7	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0		"Quick MVFR flight to Denton to pick up Natalie and return.  Used Jeff's Comanche."
"04/22/05"	"SA300"	"N30JG"	"F46-9T7-T31-F46"	0.9	4	0	0.0	0.0	0	0.0	0.0	0.0	0.9	0.9	0.0	0.0	0.0	0.9	"Rockwall to Kittyhawk to Aerocountry and back to Rockwall.  Wheel landings"
"04/22/05"	"PA24-250"	"N6168P"	"FWS-F46"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.8	0.8	0.0	0.0	0.0		"Pick up Comanche from Ft. Worth Spinks (Avionics upgrade completed)"
"04/23/05"	"PA24-250"	"N6168P"	"F46-GKY-GDJ-GKY-F46"	2.1	4	0	0.0	0.0	0	0.0	0.0	2.1	0.0	2.1	0.0	0.0	0.0		"Rockwall to Arlington (pick up Mitcheal) to Granbury.  Back to Arlington and then Rockwall."
"04/23/05"	"PA24-250"	"N6168P"	"F46-IER-F46"	3.1	1	1	0.0	0.0	0	0.0	1.6	3.1	0.0	3.1	0.0	0.0	0.0		"Rockwall to Natchitoches and back."
"04/24/05"	"SA300"	"N30JG"	"F46-F41-FKY-F46"	3.0	10	0	0.0	0.0	0	0.0	0.0	1.7	0.0	3.0	0.0	0.0	0.0	3.0	"Rockwall to Ennis (pick up David) fly up to Grayson County.  Acro flights for all.  Flight back in rain to Rockwall."
"04/24/05"	"PA24-250"	"N6168P"	"F46-F41-F46"	0.7	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0		"Rockwall to Ennis (drop off David in rain) and back to Rockwall."
"04/25/05"	"SA300"	"N30JG"	"F46-F46"	0.7	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.7	"Local acro flight.  Loops, rolls, 1/2 Cuban 8's"
"04/26/05"	"SA300"	"N30JG"	"F46-F46"	0.7	5	0	0.0	0.0	0	0.0	0.0	0.0	0.7	0.7	0.0	0.0	0.0	0.7	"Local acro flight.  Loop practice."
"04/26/05"	"PA24-250"	"N6168P"	"F46-T31-F46"	1.2	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0		"Afternoon flight to Lake Texoma for supper."
"04/27/05"	"PA24-250"	"N6168P"	"F46-FWS-F46"	1.2	2	0	0.0	0.0	0	0.0	0.0	0.0	1.2	1.2	0.0	0.0	0.0		"Rockwall to Ft. Worth Spinks (avionics) and back."
"04/27/05"	"PA24-250"	"N6168P"	"F46-LNC-F46"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Flight with Jeff Honea to Lancaster (Air Salvage) and back."
"04/27/05"	"SA300"	"N30JG"	"F46-T48-F46"	1.0	3	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	"Local acro flight.  Loops, rolls, Cuban 8's, 1/2 Cuban 8's."
"04/28/05"	"PA24-250"	"N6168P"	"F46-HRX"	3.0	1	0	0.0	0.0	0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0		"Rockwall to Hereford, TX (Deaf Smith County)  Heavy headwinds."
"04/29/05"	"PA24-250"	"N6168P"	"HRX-F46"	2.0	1	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0		"Hereford, TX to Rockwall.  190 Kt. groundspeed (good tailwind)"
"04/29/05"	"PA24-250"	"N6168P"	"F46-7F6-F46"	0.7	0	2	0.0	0.0	0	0.0	0.7	0.0	0.7	0.7	0.0	0.0	0.0		"Rockwall to Wills Pt. and back.  Night flight."
"04/30/05"	"SA300"	"N30JG"	"F46-T48-F46"	1.0	7	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	"Local Acro practice.  Loops, rolls, Cuban 8's, Split-S"
"05/01/05"	"PA24-250"	"N6168P"	"F46-SEP-F44-F46"	2.5	3	0	0.0	0.0	0	0.0	0.0	2.5	2.5	2.5	0.0	0.0	0.0		"Lunch flight to Stephenville.  Then on to Athens for Sheena's concert and home to Rockwall."
"05/02/05"	"PA24-250"	"N6168P"	"F46-GLE-F46"	1.1	2	0	0.0	0.0	0	0.0	0.0	1.1	0.0	1.1	0.0	0.0	0.0		"Fly Judy to Gainsville for breakfast and then back to Rockwall."
