Date	Type	Plane	Route	Remarks	Flying	Approaches	Day Landings	Night Landings	Cross Country	Night	Actual Instrument	Simulated Instrument	Dual Given	Solo	Dual Received	PIC	Total						
2/21/2008	PA28R-201	N514MS	KELN - KELN	Part 141 Complex Commercial Standardization			3								1.4	1.4	1.4						
2/21/2008	C-152	N95429	KELN - KELN	"Peter Liden: Review FLT, Pattern Proc. TaLs, Go-Around"			6						0.8			0.8	0.8						
2/23/2008	C-152	N95995	KELN - KELN	"Peter Liden: Private Syl Flt #9 Comp. TaLs, Pattern Proc. Go-Arounds"			4						0.5			0.5	0.5						
2/23/2008	C-152	N95539	KELN - KELN	"Carissa Lord: Private Syl Flt #18 Inc. Dead Reck. Pilotage, Diversion, TaLs"				4		1.2			1.2			1.2	1.2						
2/25/2008	C-152	N5366M	KELN - KELN	"Evan Marshall: Private Syl Flt #9 Comp. Pattern Proc. TaLs, Go-Around"			4						0.5			0.5	0.5						
2/25/2008	C-152	N95995	KELN - KELN	"Cody McCall: Private Syl Flt #14 Comp. Unusual Att. BAI, Short Field TaLs"			4						1.1			1.1	1.1						
2/25/2008	C-152	N5366M	KELN - KELN	"Peter Liden: Review FLT, Stalls, SL FLT, TaLs"			4						1.0			1.0	1.0						
2/25/2008	C-152	N95995	KELN - KELN	"Stephanie Leistritz: Private Syl Flt #16 Inc. BAI, Pattern Proc. TaLs"				2		0.8			0.8			0.8	0.8						
2/28/2008	C-152	N95429	KELN - KMWH - KELN	"Adrian Lee: Private Syl Flt #17 Inc. Pilotage, Dead Reck. Lost Proc."			2		1.7				1.7			1.7	1.7						
2/28/2008	PA28R-201	N518MW	KELN - KELN	"Angela Zevely: Comm. Syl Flt #46A Comp. Steep Turns, Stalls, TaLs"			4						1.1			1.1	1.1						
2/29/2008	C-152	N95606	KELN - KELN	"Peter Liden: Review FLT, Pattern Proc. TaLs, Go-Around"			9						1.2			1.2	1.2						
2/29/2008	C-152	N95606	KELN - KELN	"Evan Marshall: Review, Pattern Proc. TaLs"			4						0.6			0.6	0.6						
2/29/2008	PA28R-201	N514MS	KELN - KELN	"Angela Zevely: Comm. Syl Flt #46B Comp. Steep Turns, SL FLT, Stalls, TaLs, Go-Around"			3						1.1			1.1	1.1						
3/2/2008	PA28-161	N235SR	KELN - PSC	"BAI, Cockpit Check, ILS via Vectors, Climbs, Descents"	H T	1	1		1.0			0.8			1.0	1.0	1.0						
3/2/2008	PA34-200T	N7609C	KPSC - KPDT - KPSC	Pasco - Pendleton - Pasco: ILS Rwy 25 PDT; Safety Pilot: Kelly Bennett	H T	1	2					1.0				1.4	1.4						
3/2/2008	PA28-161	N235SR	KPSC - KELN  	"Soft Field T/O & Lndg, Steep Turns, C.A.T"			1		1.0						1.0	1.0	1.0						
3/3/2008	C-152	N95995	KELN - KELN	"Adrian Lee: Pvt Syl Flt #14 Comp. SL FLT, Stalls, S-Turns, Turns around a PT"			4						1.1			1.1	1.1						
3/3/2008	C-152	N95995	KELN - KELN	"Peter Liden: Review FLT, Pattern Proc. TaLs, Go-Around"			6						0.9			0.9	0.9						
3/3/2008	C-152	N95995	KELN - KELN	"Cody McCall: Pvt Syl Flt #16 Comp. BAI, Steep Turns, Night Ops, TaLs"				5		1.1			1.1			1.1	1.1						
3/5/2008	C-152	N95606	KELN - KELN	Adrian Lee: Pvt Syl Flt #12 Comp. Pattern Proc. TaLs			3						0.5			0.5	0.5						
3/5/2008	PA28R-201	N514MS	KELN - KELN	"Angela Zevely: Comm Syl Flt #47A Comp. Steep Turns, SL FLT, BAI, HSI, TaLs"			3						1.1			1.1	1.1						
3/6/2008	C-152	N5366M	KELN - KMWH - KELN	Carissa Lord: Pvt Syl Flt #17 Comp. X-C Proc. Lost Proc. Diversion			2		1.5				1.5			1.5	1.5						
3/6/2008	C-152	N95995	KELN - KELN	"Evan Marshall: Review Flt, Pattern Proc. TaLs, SL FLT, Stalls, Emergencies, Go-Arounds"			3						1.1			1.1	1.1						
3/6/2008	PA28R-201	N518MW	KELN - KELN	"Angela Zevely: Comm Syl Flt #47B Comp. SL FLT, Stalls, Emergencies, Steep Turns, TaLs"			3						1.1			1.1	1.1						
3/7/2008	C-152	N5499Q	KELN - KELN	"Evan Marshall: Review Flt, SL FLT, Emergencies, TaLs, Go-Around"			3						1.2			1.2	1.2						
3/7/2008	PA28R-201	N518MW	KELN - KELN	"Angela Zevely: Comm Syl Flt #48A Comp. Stalls, Steep Turns, Emergencies, TaLs"			4						1.1			1.1	1.1						
3/7/2008	C-152	N5499Q	KELN - KELN	"Ryan Sackett: Comm Syl Flt #77 Inc. Chandelles, Lazy 8s, Steep Spiral, Steep Turns, TaLs, Go-Around"			5						1.1			1.1	1.1						
3/8/2008	PA28R-201	N514MS	KELN - KELN	"Angela Zevely: Comm Syl Flt #48B Comp. GPS, Auto Pilot, NAV, TaLs"			1						1.2			1.2	1.2						
3/9/2008	C-152	N5499Q	KELN - KELN	"Peter Liden: Review FLT, Pattern Proc. TaLs, Go-Around"			3						0.5			0.5	0.5						
3/9/2008	C-152	N5366M	KELN - M94 - 80T - KELN	Matt Akers: Comm Syl Flt #76 & 77 Comp. TaLs			7						2.3			2.3	2.3						
3/9/2008	PA28R-201	N514MS	KELN - KELN	"Angela Zevely: Comm Syl Flt #49 Inc. BAI, Radial Tracking, SL FLT, Pwr Off Stalls, TaLs"			1						0.8			0.8	0.8						
3/10/2008	PA28R-201	N518MW	KELN - KELN	"Angela Zevely: Comm Syl Flt #49 Comp. Steep Turns, Stalls, Emergency Descent, TaLs"			2						0.8			0.8	0.8						
3/12/2008	C-152	N95606	KELN - KMW - KELN	"Cody McCall: Review, X-C Procedures, Pilotage, Dead Reck. Radio Proc."			2		1.6				1.6			1.6	1.6						
3/12/2008	C-152	N5366M	KELN - KELN	"Evan Marshall: Review, SL FLT, Stalls, Emergencies, TaLs, Go-Around"			3						1.0			1.0	1.0						
3/12/2008	C-152	N95995	KELN - KELN	"Peter Liden: Review, SL FLT, TaLs"			1						0.6			0.6	0.6						
3/12/2008	C-152	N95429	KELN - KMWH - KELN	"Stephanie Leistritz: X-C Procedures, Pilotage, Dead Reck. Radio Proc."			3		1.6				1.6			1.6	1.6						
3/14/2008	C-152	N95539	KELN - KELN	"Evan Marshall: Review, SL FLT, TaLs"			1						0.6			0.6	0.6						
3/14/2008	FRASCA	141	ELN	"BAI, Climbs, Arcs, VOR Tracking, Partial Panel"	H T										1.1								
3/16/2008	PA34-200T	N7609C	KPSC - KELN	"IFR Procedures; Acting Safety Pilot for Kelly Bennett, GPS Rwy 29"												0.8	0.8						
3/16/2008	PA34-200T	N7609C	KELN - KPSC   	IFR Procedures; BAI; X-C FLT Back to PSC; Safety Pilot: Luke Irving			1		1.0			0.7				1.0	1.0						
3/17/2008	C-152	N95995	KELN - KELN	"Evan Marshall: Review, SL FLT, Stalls, Emergencies, TaLs, Go-Around"			3						1.1			1.1	1.1						
3/17/2008	C-152	N95995	KELN - KELN	"Peter Liden: SL FLT, Emergencies, Pattern Proc. TaLs, Go-Arounds"			4						1.1			1.1	1.1						
3/18/2008	C-152	N95539	KELN - KELN	"Evan Marshall: Stalls, Emergencies, TaLs, Go-Around"			4						1.3			1.3	1.3						
3/18/2008	FRASCA	141	ELN	"Partial Panel Climbs/Turns, VOR Tracking, Holding, Arc, Mag Compass Turns"	H T										1.3								
3/19/2008	C-152	N95995	KELN - KELN	"Evan Marshall: Stalls, Emergencies, TaLs"			4						0.8			0.8	0.8						
3/19/2008	C-152	N95995	KELN - KELN	"Peter Liden: SL FLT, Stalls, Emergencies, TaLs"			3						1.3			1.3	1.3						
3/19/2008	PA28-161	N235SR	KELN - KELN	"Stalls, Unusual Att. Holding, Partial Panel, Compass Turns"	H T	1	2					0.9			1.1	1.1	1.1						
3/20/2008	C-152	N95995	KELN - KELN	"Peter Liden: SL FLT, Stalls, TaLs, Go-Around"			4						1.2			1.2	1.2						
3/20/2008	PA28-161	N519MS	KELN - KYKM - KELN	"Holding, Tracking, Non-Precision & Precision App."	H T	2	2					1.5			1.7	1.7	1.7						
3/21/2008	PA28-181	N4499E	KELN - KYKM - KELN	"Holding, ILS App. Timed Turns, Lost Comm."	H T	2	2					1.3			1.6	1.6	1.6						
3/25/2008	C-152	N5499Q	KELN - KELN	"Carissa Lord: Pvt Syl Flt #15 Inc. Shorts/Softs TaLs, BAI"			5						1.1			1.1	1.1						
3/25/2008	C-152	N5366M	KELN - KELN	"Peter Liden: Review FLT, SL FLT, Stalls, TaLs"			1						0.8			0.8	0.8						
3/26/2008	C-152	N5366M	KELN - KELN	"Adrian Lee: Pvt Syl Flt #15 Inc. TaLs, BAI, VOR NAV"			6						1.2			1.2	1.2						
3/27/2008	C-152	N95429	KELN - KELN	Evan Marshall: Pvt Syl Flt #11 Inc. Short/Soft TaLs; Ground Ref.			6						1.3			1.3	1.3						
3/27/2008	C-152	N5499Q	KELN - KELN	"Peter Liden: Review FLT, Stalls, SL FLT, Emergencies, TaLs"			3						1.1			1.1	1.1						
3/27/2008	PA28R-201	N518MW	KELN - KELN	"Angela Zevely: Comm Syl Flt #50 Inc. Emergencies, BAI, TaLs"			1						0.8			0.8	0.8						
3/29/2008	C-152	N5499Q	KELN - KELN	"Adrian Lee: Pvt Syl Flt #15 Comp. Short/Soft TaLs, X-Wind TaLs"			8						1.2			1.2	1.2						
3/29/2008	C-152	N5499Q	KELN - KELN	"Carissa Lord: Review FLT, SL FLT, Stalls, Diversion, Short/Soft TaLs"			5						1.1			1.1	1.1						
3/31/2008	PA28R-201	N518MW	KELN - KELN	"Angela Zevely: Comm Syl Flt #50 Comp. SL FLT, Stalls, Emergencies, TaLs"			3						1.2			1.2	1.2						
3/31/2008	C-152	N5499Q	KELN - KELN	Evan Marshall: Pvt Syl Flt #11 Inc. TaLs			2						0.4			0.4	0.4						
3/31/2008	C-152	N95539	KELN - KELN	"Adrian Lee: Pvt Syl Flt #17 Comp. Pilotage, Diversion"			1						0.8			0.8	0.8						
4/1/2008	PA28-161	N235SR	KELN - KYKM - KELN	"CFII Checkride Complete, ILS & VOR-B, Instrument Proc."	H T C	1	2					0.8				1.5	1.5						
4/1/2008	C-152	N95539	KELN - KELN	"Peter Liden: Review FLT, SL FLT, Stalls, Emergencies, TaLs"			4						1.3			1.3	1.3						
4/2/2008	C-152	N95429	KELN - KMWH - KELN	"Stephanie Leistritz: Review FLT, X-C Proc. Pilotage, Dead Reck."			3		1.6				1.6			1.6	1.6						
4/2/2008	C-152	N95429	KELN - KELN	Evan Marshall: Pvt Syl Flt #11 Comp. Shorts/Softs TaLs			6						1.0			1.0	1.0						
4/2/2008	PA28R-201	N514MS	KELN - KELN	"Angela Zevely: Comm Syl Flt #66 Inc. BAI, Unn. Att. Steep Turns, TaLs"			4						1.1			1.1	1.1						
4/3/2008	PA28R-201	N518MW	KELN - KELN	"Angela Zevely: Comm Syl Flt #66 Comp. Unn. Att. Steep Turns, Stalls, TaLs"			4						1.3			1.3	1.3						
4/4/2008	C-152	N95995	KELN - KELN	Cody McCall: Pvt Syl Flt #15 Inc. Shorts/Softs TaLs			6						1.1			1.1	1.1						
4/5/2008	C-152	N95539	KELN - KELN	"Peter Liden: Pvt Syl Flt #11 Inc. TaLs, Broken Radio"			1						0.4			0.4	0.4						
4/5/2008	C-152	N5499Q	KELN - KELN	"Adrian Lee: Review FLT, Shorts/Softs TaLs"			7						1.0			1.0	1.0						
4/6/2008	C-152	N5499Q	KELN - KELN	"Peter Liden: Pvt Syl Flt #11 Comp. Short/Soft TaLs, Ground Ref."			7						1.3			1.3	1.3						
4/7/2008	C-152	N95995	KELN - KELN	"Evan Marshall: Pvt Syl Flt #14 Comp. BAI, VOR NAV, Soft TaLs"			2						1.2			1.2	1.2						
4/8/2008	PA28R-201	N514MS	KELN - KELN	"Angela Zevely: Review FLT, SL FLT, Stalls, Steep Turns, Emergencies, TaLs"			2						1.2			1.2	1.2						
4/9/2008	C-152	N95995	KELN - KELN	"Cody McCall: Pvt Syl Flt #15 Comp. SL FLT, Stalls, Diversion, TaLs"			2						0.9			0.9	0.9						
4/11/2008	C-152	N5499Q	KELN - KELN	"Adrian Lee: Review FLT, SL FLT, Stalls, Emergencies, Diversion, TaLs"			4						1.3			1.3	1.3						
4/11/2008	C-152	N5499Q	KELN - KELN	"Angela Zevely: Comm Syl Flt #68A Comp. SL FLT, Stalls, Emergencies, TaLs"			5						1.2			1.2	1.2						
4/11/2008	BE-S35	N5840S	KPSC - KPSC	"SL FLT, Stalls, TaLs"			5								1.2	1.2	1.2						
4/16/2008	C-152	N95606	KELN - KELN	"Evan Marshall: Pvt Syl Flt #17 Inc. Pilotage, Dead Reck. X-C Planning"			2						2.4			2.4	2.4						
4/19/2008	C-152	N95606	KELN - KELN	"Peter Liden: Pvt Syl Flt #14 Inc. X-C Proc. VOR NAV, BAI, TaLs"			1						1.5			1.5	1.5						
4/21/2008	C-152	N5499Q	KELN - KELN	"Angela Zevely: Comm Syl Flt #69A Comp. Lazy 8s, Pwr Off 180s, TaLs"			6						1.3			1.3	1.3						
4/22/2008	C-152	N95429	KELN - KELN	"Peter Liden: Pvt Syl Flt #14 Comp. Short/Soft TaLs, Go-Arounds"			8						1.2			1.2	1.2						
4/22/2008	C-152	N95539	KELN - KELN	Stephanie Leistritz: Pvt Syl Flt #15 Inc. TaLs/Soft Fields			8						1.2			1.2	1.2						
4/23/2008	C-152	N95539	KELN - KELN	"Angela Zevely: Comm Syl Flt #72 Comp. TaLs, Go-Arounds"			6						1.2			1.2	1.2						
4/24/2008	C-152	N5366M	KELN - KELN	"Cody McCall: Review FLT, Pattern Proc. TaLs"			6						0.8			0.8	0.8						
4/24/2008	C-152	N5366M	KELN - KELN	"Angela Zevely: Comm Syl Flt #76 Inc. 8's On, TaLs"			6						1.1			1.1	1.1						
4/25/2008	C-152	N5366M	KELN - KELN	"Adrian Lee: Review FLT, Pattern Proc. TaLs, Shorts/Softs"			8						1.2			1.2	1.2						
4/25/2008	C-152	N95539	KELN - KELN	"Carissa Lord: Pvt Syl Flt #23 Inc. TaLs, Soft Fields"			5						0.7			0.7	0.7						
4/26/2008	C-152	N5499Q	KELN - KELN	"Cody McCall: Review FLT, TaLs, Short/Softs"			10						1.4			1.4	1.4						
4/26/2008	C-152	N95539	KELN - KELN	Stephanie Leistritz: Pvt Syl Flt #15 Inc. TaLs/Soft Fields			5						0.8			0.8	0.8						
4/26/2008	C-152	N95539	KELN - KELN	"Peter Liden: Pvt Syl Flt #16 Comp. SL FLT, Steep Turns, TaLs"				6		1.3			1.3			1.3	1.3						
4/27/2008	C-152	N95606	KELN - KPSC - KELN	"Peter Liden: Pvt Syl Flt #17 Inc. X-C Proc. Pilotage, Dead Reck."			2		2.2				2.2			2.2	2.2						
4/30/2008	C-152	N95429	KELN - KELN	Carissa Lord: Pvt Syl Flt #23 Inc. Ground Ref. TaLs			3						1.1			1.1	1.1						
5/1/2008	C-152	N95606	KELN - KELN	"Carissa Lord: Pvt Syl Flt #23 Comp. Steep Turns, TaLs"			4						1.1			1.1	1.1						
5/2/2008	C-152	N5499Q	KELN - KELN	"Adrian Lee: Review FLT, Shorts/Softs TaLs"			8						1.3			1.3	1.3						
5/2/2008	C-152	N5499Q	KELN - KMWH - KELN	Peter Liden: Pvt Syl Flt #17 Inc. X-C Proc. Diversion			2		1.6				1.6			1.6	1.6						
5/2/2008	C-152	N95606	KELN - KMWH - KELN	Evan Marshall: Pvt Syl Flt #17 Inc. X-C Proc. Lost Proc.			2		1.7				1.7			1.7	1.7						
5/3/2008	C-152	N95539	KELN - 80T - KELN	Evan Marshall: Pvt Syl Flt #17 Comp. X-C Proc. Diversion			2						1.4			1.4	1.4						
5/6/2008	C-152	N95539	KELN - KELN	Carissa Lord: Pvt Syl Flt #24 Inc. Shorts/Softs TaLs			7						1.0			1.0	1.0						
5/6/2008	C-152	N95539	KELN - KELN	"Peter Liden: Pvt Syl Flt #15 Inc. TaLs, Go-Arounds"			5						0.7			0.7	0.7						
5/6/2008	C-152	N95539	KELN - KELN	"Adrian Lee: Short/Soft TaLs, Go-Arounds"			5						0.8			0.8	0.8						
5/9/2008	C-152	N95429	KELN - 80T - KELN	"Peter Liden: Pvt Syl Flt #17 Comp. Diversion, Lost Proc."			2						1.5			1.5	1.5						
5/9/2008	C-152	N95429	KELN - KELN	Stephanie Leistritz: Pvt Syl Flt #15 Comp. TaLs			3						0.6			0.6	0.6						
5/12/2008	C-152	N95539	KELN - KELN	"Stephanie Leistritz: Review FLT, Stalls, TaLs"			5						1.1			1.1	1.1						
5/13/2008	C-152	N95606	KELN - KELN	Carissa Lord: Pvt Syl Flt #24 Inc. Shorts/Softs TaLs			9						1.3			1.3	1.3						
5/14/2008	C-152	N5499Q	KELN - KELN	"Carissa Lord: Pvt Syl Flt #24 Comp. SL FLT, Stalls, TaLs, BAI"			3						1.0			1.0	1.0						
5/14/2008	C-152	N5366M	KELN - KELN	Evan Marshall: Pvt Syl Flt #15 Inc. TaLs			3						0.5			0.5	0.5						
5/15/2008	C-152	N95429	KELN - KELN	"Evan Marshall: Pvt Syl Flt #15 Inc. BAI, TaLs"			4						1.3			1.3	1.3						
5/15/2008	C-152	N95429	KELN - KELN	"Peter Liden: Pvt Syl Flt #15 Comp. Tals, BAI"			7						1.3			1.3	1.3						
5/15/2008	C-152	N5499Q	KELN - KELN	"Carissa Lord: Review Flt, Ground Ref. Stalls, Steep Turns, Emergencies"			1						1.2			1.2	1.2						
5/16/2008	C-152	N5499Q	KELN - KELN	"Peter Liden: Review FLT, SL FLT, Stalls, TaLs"			4						1.1			1.1	1.1						
6/23/2008	PA34-200T	N7609C	KPSC - KPSC	"Engine Failures, Slow FLT, Stalls, Steep 360s, TaLs"			3								0.9	0.9	0.9						
6/26/2008	C-182	N1090M	KPSC - KPSC	Photo Survey FLT: Turn Back Due to Wx			1									0.4	0.4						
6/27/2008	C-172	N738ST	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
6/27/2008	C-172	N738ST	KPSC - KPSC	Scenic FLT Around the Tri-Cities			1									0.5	0.5						
6/27/2008	C-172	N7589D	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
6/28/2008	C-172	N738ST	KPSC - KPSC	Scenic FLT Around the Tri-Cities			1									0.6	0.6						
7/2/2008	C-182	N1090M	KPSC - KPSC	"Photo Survey FLT: Richland, West Richland"			1									1.2	1.2						
7/4/2008	C-172	N2383Q	KPSC - KPSC	"Jane Grebil: Intro FLT, Turns, Climbs, Descents"			1						1.0			1.0	1.0						
7/4/2008	C-172	N426SK	KPSC - KPSC	Scenic FLT Around the Tri-Cities			1									0.5	0.5						
7/6/2008	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
7/7/2008	C-172	N738ST	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
7/9/2008	C-182	N1090M	KPSC - KLWS - KPSC	Photo Survey FLT: C-182 Checkout			2		3.2				0.5			3.2	3.2						
7/11/2008	C-172	N738ST	KPSC - KPSC	"Rick Daviscourt: A/C Check-Out, SL FLT, Stalls, TaLs"			7						1.4			1.4	1.4						
7/19/2008	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
7/19/2008	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
7/19/2008	C-172	N426SK	KPSC - KPSC	"Bill Harlan: Turns, Climbs, Descents, SL FLT, Turns"			1						1.2			1.2	1.2						
7/24/2008	C-172	N2383Q	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
7/28/2008	C-172	N2383Q	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
8/2/2008	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
8/3/2008	C-172	N426SK	KPSC - KPSC	"Matt Dibble: A/C Famil. Basic Manuevers, Steep Turns, SL FLT, Stalls, TaLs"			4						1.0			1.0	1.0						
8/5/2008	C-172	N2383Q	KPSC - KPSC	"Graham Loynd: Flight Review Comp. SL FLT, Stalls, Emergencies, TaLs"			3						1.1			1.1	1.1						
8/5/2008	C-172	N2383Q	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
8/5/2008	C-172	N2383Q	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
8/9/2008	C-172	N738ST	KPSC - KPSC	Intro FLT; Landings			2						1.1			1.1	1.1						
8/10/2008	C-172	N738ST	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
8/11/2008	C-182	N1090M	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
8/12/2008	C-172	N738ST	KPSC - KPSC	"Ondrea Sneed: SL FLT, Stalls, Emergecies, TaLs"			4						1.3			1.3	1.3						
8/12/2008	C-172	N426SK	KPSC - KPSC	"Dick Mumma: SL FLT, TaLs"			5						1.1			1.1	1.1						
8/13/2008	C-172	N426SK	KPSC - KPSC	"Ondrea Sneed: Shorts/Softs TaLs, Slips to Lndg"			9						1.1			1.1	1.1						
8/14/2008	C-172	N738ST	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
8/14/2008	C-172	N426SK	KPSC - KPSC	"Ondrea Sneed: SL FLT, Stalls, TaLs, Emergencies"			3						1.1			1.1	1.1						
8/14/2008	C-172	N426SK	KPSC - KPSC	"Art Napier: SL FLT, Stalls, Steep Turns, Emergencies, TaLs"			6						1.1			1.1	1.1						
8/20/2008	C-172	N738ST	KPSC - KPSC	"Photo Survey FLT: Ice Harbor, Hermiston Area"			1									2.4	2.4						
8/20/2008	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						1.0			1.0	1.0						
8/20/2008	C-172	N7589D	KPSC - KPSC	Photo Survey FLT: Tri-City Herald			1									0.7	0.7						
8/23/2008	C-172	N426SK	KPSC - KPSC	Scenic FLT Around the Tri-Cities			1									0.5	0.5						
8/23/2008	C-172	N2383Q	KPSC - KPSC	"Gloria Sherfey: SL FLT, Stalls, Steep Turns, TaLs"			4						1.2			1.2	1.2						
8/25/2008	C-172	N426SK	KPSC - KPSC	"Corbin Harder: SL FLT, Stalls, Steep Turns, TaLs"			2						1.0			1.0	1.0						
8/26/2008	C-172	N426SK	KPSC - KPSC	"Ondrea Sneed: Stalls, Steep Turns, TaLs"			5						1.1			1.1	1.1						
9/3/2008	C-182	N1090M	KPSC - 16W - KPSC	"Survey FLT; Photo Mission over the Snake, Soft Field Proc."			2		2.5				1.0			2.5	2.5						
9/4/2008	C-172	N738ST	KPSC - KPSC	"Tarik Dillsi: BAI, Unn. Att. Partial Panel, GPS Rwy 19, ILS Rwy 21R, Hold, VOR 21R"			1						2.2			2.2	2.2						
9/14/2008	PA34-200T	N7609C	KPSC - KPSC	"RNAV 19 RLD, ILS 21R PSC, Engine Out Proc. RNAV 30 PSC"	H T	3	3					1.0			1.6	1.6	1.6						
9/16/2008	C-172	N7589D	KPSC - KPSC	"Randy Mullen: Climbs, Turns, Descents, SL FLT, Steep Turns"			1						1.2			1.2	1.2						
9/16/2008	C-172	N7589D	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
9/16/2008	C-182	N1090M	KPSC - KPSC	Intro FLT; Landings			1						1.0			1.0	1.0						
9/18/2008	C-172	N7589D	KPSC - KPSC	"Randy Mullen: SL FLT, Stalls, Turns, Climbs, Descents, Steep Turns"			1						1.2			1.2	1.2						
9/20/2008	C-172	N738ST	KPSC - KPSC	"Craig Cooper: Turn Back Due to Clouds, Wx"			1						0.7			0.7	0.7						
9/21/2008	C-182	N1090M	KPSC - KRLD - KPSC	"Marjy Wells: Normal TaLs, X-Wind TaLs, X-Wind Proc."			8						1.1			1.1	1.1						
9/21/2008	PA34-200T	N7609C	KPSC - KPSC	"Hold @ CITYS, VOR 21R, GPS/RNAV 30, ILS 21R @ PSC, DME Arc, Failed HSI, X-Wind Lndg"	H T	3	2					1.2			1.5	1.5	1.5						
9/23/2008	C-182	N1090M	KPSC - KPSC	"Marjy Wells: SL FLT, Steep Turns, TaLs"			3						1.0			1.0	1.0						
9/23/2008	C-172	N426SK	KPSC - KPSC	"Randy Mullen: Turns, Steep Turns, Ground Ref. Turns around a PT"			1						1.2			1.2	1.2						
9/24/2008	C-172	N738ST	KPSC - KPSC	"Alan Turner: SL FLT, Steep Turns, Pwr Off Stalls, TaLs"			5						1.2			1.2	1.2						
9/30/2008	C-172	N738ST	KPSC - KPSC	"BFR Complete: Soft Field TaLs, Normal TaLs"			6								1.0	1.0	1.0						
10/1/2008	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
10/1/2008	C-172	N426SK	KPSC - KPSC	Photo Survey FLT: Kadlec Medical Center			1									0.7	0.7						
10/1/2008	C-172	N738ST	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
10/6/2008	C-172	N738ST	KPSC - KPSC	"Randy Mullen: SL FLT, Emergency Proc. S-Turns, Turns around a PT, TaLs"			2						1.1			1.1	1.1						
10/6/2008	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
10/8/2008	C-172	N738ST	KPSC - KRLD - KPSC	"Jim Walker: SL FLT, Emergencies, TaLs, Go-Around"			6						1.3			1.3	1.3						
10/9/2008	C-172	N738ST	KPSC - KPSC	"Jim Walker: TaLs, Short App."			8						1.1			1.1	1.1						
10/9/2008	C-172	N7589D	KPSC - KPSC	Photo Survey FLT; Road 68 PSC			1									0.4	0.4						
10/11/2008	PA34-200T	N7609C	KPSC - KALW - KPSC	"Low App. RLD, TaLs @ ALW, X-Wind TaLs"			4								1.4	1.4	1.4						
10/13/2008	C-172	N738ST	KPSC - KRLD - KPSC	"Jim Walker: SL FLT, Steep Turns, Pilotage, GPS NAV, X-Wind TaLs"			3						1.0			1.0	1.0						
10/13/2008	C-172	N738ST	KPSC - KRLD - KPSC	"Randy Mullen: S-Turns, Turns around a PT, Traffic Patterns, Go-Arounds, TaLs"			4						1.3			1.3	1.3						
10/13/2008	C-182	N1090M	KPSC - KPSC	Scenic FLT Around the Tri-Cities			1									0.6	0.6						
10/14/2008	C-172	N426SK	KPSC - KPSC	Photo Survey Flt; Corn Maze PSC			1									0.3	0.3						
10/14/2008	C-172	N426SK	KPSC - KRLD - KPSC	"Night X-C Procedures, Pilotage, Night Currency, TaLs"				4		1.4				1.4		1.4	1.4						
10/15/2008	C-172	N738ST	KPSC - KRLD - KPSC	"Randy Mullen: Right & Left Traffic Patterns, Normal TaLs"			9						1.3			1.3	1.3						
10/16/2008	C-172	N738ST	KPSC - KRLD - KPSC	"Night X-C Procedures, Night Traffic Patterns, TaLs"				4		1.7				1.7		1.7	1.7						
10/17/2008	C-172	N426SK	KPSC - KPSC	Randy Mullen: Traffic Proc. ATC Proc. TaLs			6						1.1			1.1	1.1						
10/17/2008	C-172	N426SK	KPSC - KPSC	"Gloria Sherfey: 90 Day Currency, Normal TaLs"			6						0.9			0.9	0.9						
10/19/2008	C-172	N426SK	KPSC - KPSC	Scenic FLT Around the Tri-Cities			1									0.5	0.5						
10/19/2008	C-172	N738ST	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
10/21/2008	C-172	N7589D	KPSC - KPSC	"John Conrad: SL FLT, Steep Turns, TaLs"			6						1.2			1.2	1.2						
10/22/2008	C-172	N738ST	KPSC - KPSC	Intro FLT; Landings			1						0.5			0.5	0.5						
10/23/2008	C-182	N1090M	KPSC - KPSC	"Ryan Scott: 90 Day Currency, TaLs"			3						0.4			0.4	0.4						
10/24/2008	C-172	N426SK	KPSC - KPSC	Intro FLT; Landings			1						0.6			0.6	0.6						
